name,style,abv,ibu,color
Allies Win The War,English Barleywine,7.33,31.3,22.23
Kettle Sour W/ Raspberry,Berliner Weisse,5.99,1.5,3.84
American Hefeweizen,Specialty Beer,6.45,28.49,5.67
Galaxy Milkshake NEIPA,American IPA,6.15,51.48,6.68
Imperial India Pale Lager,Classic American Pilsner,7.39,104.43,4.91
Imperial Chocolate Peanut Butter Bourbon Milk Stout,Imperial Stout,8.64,72.36,40.65
22: Munich Helles,Munich Helles,5.33,31.99,5.08
American Light Lager Mexican Lager (Cerveza),Light American Lager,5.39,15.48,2.83
Pale 31 Clone,American Pale Ale,5.9,37.68,8.41
Wheatwine,Wheatwine,11.49,40.53,9.53
Taddy Porter,Brown Porter,4.28,37.48,24.51
American Schwarzbier,Schwarzbier,5.03,18.52,25.78
#66 Tropical Stout,Tropical Stout,6.46,39.04,39.48
Smoked Vanilla Porter,Robust Porter,6.45,42.93,40
John Smith,Ordinary Bitter,3.21,28.91,10.11
Get Your A** To Marzen (5 Gal),Oktoberfest/Märzen,5.74,21.04,9.08
Shallow Grave Porter Clone,Robust Porter,8.5,71.71,38.74
Guinness Clone,Irish Extra Stout,5.08,45.14,30.52
Italian Pils (Pivo Pils Clone),Czech Pale Lager,5.01,47.25,3.56
PK Berliner,Berliner Weisse,3.02,6.06,2.37
Azacca Pale Ale,American Pale Ale,5.22,38.39,6.64
SchuBrew IPA,American IPA,5.65,70.57,7.22
Hofbrau Hefe,Weizen/Weissbier,5.24,16.17,4.94
Slow Elk Oatmeal Stout Clone,Oatmeal Stout,5.06,20.65,28.7
Tropic Ipa,American IPA,6.59,55.3,6.35
Modelo Especial Clone,German Pilsner (Pils),4.57,6.67,3.45
Blitzkrieg Barleywine,English Barleywine,14.44,40.85,18.56
RYE IPA,American IPA,8.02,66.11,5.93
Woot Stout,Russian Imperial Stout,9.63,37.26,40
Sunshine Summer IPA Braumeister 20L,American IPA,6.06,51.16,4.12
Citra Wit Amarillo,Witbier,4.88,20.17,3.5
Munich And Mosaic SMASH,American Pale Ale,6.84,45.08,8.2
Milk Stout,Sweet Stout,5.04,28.29,40
Bud Light Clone (2),American Light Lager,4.06,10.97,2.81
Oatmeal Coffee Stout,Imperial Stout,7.25,46.03,45.91
Rockabilly Maibock,Maibock/Helles Bock,7.21,44.47,21.67
Grunion Clone,American Pale Ale,4.73,52.71,4.51
Canadian Irish Ale,Irish Red Ale,5.15,27.68,12.39
Rockabilly Maibock,Maibock/Helles Bock,7.21,44.47,21.67
Belgian Tripel,Belgian Tripel,8.03,34.43,3.91
Pilsen Chopp,German Pils,5.84,17.92,3.57
Hillmanhaus Pale Ale,American Pale Ale,5.27,38.74,4.33
60-Minute IPA,American IPA,5.46,81.39,4.49
Firestone Union Jack Clone - Braumeister 20l,American IPA,7.21,64.95,6.27
Gahr Indian Pale Ale,American IPA,5.21,78.09,7.21
Genus Extract Witbier,Witbier,4.78,13.9,3.62
Wild Rice Saison,Saison,6.36,29.98,2.88
Rum Raisin Oatmael Stout,American Stout,9.17,43.89,66.38
HoP TO Your FEEt WheAT,American Wheat or Rye Beer,5.17,35.13,4.63
Ozz Session IPA 200,American IPA,5.22,28.08,5.16
Honey Porter,English Porter,4.73,27.76,25.2
Braumeister IPA 50L 25L Batch,American IPA,5.5,68.62,6.35
CNY Barleywine,English Barleywine,11.45,56.81,30.82
HefeWeizen Wed,Weissbier,5.59,13.58,3.26
Roggenbier,Roggenbier (German Rye Beer),6.5,15.73,14.92
Rare Barrel Flanders Red,Flanders Red Ale,5.74,3.62,15.02
Hazelnut Brown Ale,American Brown Ale,5.82,25.67,28.62
Edwort's Oktoberfest (BIAB Version),Märzen,6.5,25.9,8.73
Hurricane IPA,American IPA,8.04,80.49,13.77
Kellerbier,Kellerbier: Amber Kellerbier,5.18,34.98,14.96
Edwort's Oktoberfest (BIAB Version),Märzen,6.5,25.9,8.73
Mo Columbus SMash,American IPA,6.72,67.5,6.34
Smooth Sailing - Hazy Pale,American IPA,5.95,30.73,2.87
ESB,Extra Special/Strong Bitter (ESB),5.23,34.36,9.01
Space Dust Clone,Double IPA,8.84,70.5,6.29
2015. - Dupont Moinette,Saison,8.5,30.74,9.24
Raspberry Chocolate Porter (Amanda),American Porter,5.33,48.35,26.51
Pastry Stout,Imperial Stout,10.21,31.33,34.04
Amarillo+citra-IPA,American IPA,7.26,61.46,10.83
Velniūkštis,Old Ale,5.54,40.84,23.75
Harry's Grain Belt Clone,Classic American Pilsner,3.72,0,3.37
Tropical Pale Ale,American Pale Ale,6.67,50.18,6.2
'TISTHE SAISON,Saison,7.76,44.94,5.42
Fuck BJCP,Double IPA,8.32,82.43,11.3
Oktoberfest Style Ale,Düsseldorf Altbier,5.16,26.31,10.27
English IPA (2013-05-29),English IPA,6.24,78.35,10.03
Rusty Rex (Brewie),American Amber Ale,4.12,43.52,10.29
011 - Cream Ale,Cream Ale,5.15,25.02,3.5
EXTRA LATE SPRING BREW DAY,Saison,6.27,28.41,3.95
Farmhouse Ale,Saison,4.07,25.63,3.61
Tex-Mex Vienna Lager V. 1.0,Vienna Lager,4.93,23.36,13.91
Barrington Best Bitter,Best Bitter,4.26,40.17,12.42
'McRoberts The Pliny,American IPA,7.36,75.7,5.82
Boddington's Bitter (5 BIAB),Standard/Ordinary Bitter,3.6,33.5,8.04
Focal Banger Clone,American IPA,6.36,92.49,6.47
American Barley Wine - Braumeister 20L,American Barleywine,11.31,84.69,14.47
Sunsphere IPA,American IPA,6.11,129.6,6.95
Bonnie Lass! Scottish Ale,Scottish Export 80/-,5.35,23.56,9.25
Sun Daze Kolsch - 10gal,Kölsch,5.05,26.91,3.54
Dead Ringer !PA,American IPA,6.31,60.38,7.67
American Farmhouse Saison,Saison,5.83,30.35,12.81
Citra El Dorado Galaxy IPA,Specialty IPA: New England IPA,5.73,60.42,5.15
DVDA(Yuengling Lager Clone) Lager,Light American Lager,4.96,17.07,8.11
Husker Big Red Rye,American Amber Ale,6.2,66.38,17
Sour Cherry Ale,Spice Herb or Vegetable Beer,7.45,34.4,10.02
Track 7 Panic IPA,American IPA,6.95,146.26,3.92
Raspberry Chocolate Milk Stout,Sweet Stout,5.95,35.36,50
PopsMoon (Blue Moon Clone),Witbier,5.24,12.26,5.01
Raspberry Chocolate Milk Stout,Sweet Stout,5.95,35.36,50
Light Spring Rye Ale,American Pale Ale,4.74,34.62,6.19
Pravo Suvo Baš Skuplja Usta,Dry Stout,4.49,31.45,40.24
Bakke Brygg JuleAle 2015 25 L,Old Ale,7.39,44.84,26.64
Innkeeper,Best Bitter,3.85,34.51,6.86
Mandarina Bavaria Hop Burst IPA,American IPA,6.8,69.65,4.92
Gumballhead Clone,American Pale Ale,4.51,23.72,4.95
The Portley Porter,Robust Porter,5.93,32.64,31.5
Citrus Lemon Saison,Saison,5.62,24.81,5.59
Boulevard Pale Ale - Extract,American Pale Ale,5.27,30.64,9.48
Rockdale Pale Ale,American Pale Ale,5,38.27,5.13
Berliner Weisse- Full Sour Mash,Berliner Weisse,4.53,6.3,3.49
Pontus Och Den äldre,Imperial IPA,8.56,101.54,6.61
Ultra Silky Milk Stout,Sweet Stout,4.21,35.69,38.74
WS_dummy Recipe 422#pale_67#40L,California Common Beer,4.94,0,8.94
Mikkeller Cream Ale Clone,Cream Ale,2.27,58.95,3.88
Cream Stout,Sweet Stout,4.73,24.26,40
Ostindien - Brooklyn East India Pale Ale - Speidel,American IPA,6.51,76.79,6.87
Fool's Gold,British Golden Ale,5,47.24,4.87
A Dark Pap Fountain,Dunkelweizen,5.76,16.18,12.13
Fool's Gold,British Golden Ale,5,47.24,4.87
'Dry Hopped Up' Irish Red,Irish Red Ale,5.07,19.79,14.06
Super Alpha Pale Ale,California Common Beer,4.78,30.2,7.08
Sarah Hughes Dark Ruby,Mild,5.91,31.22,14.14
Front Porch Pale Ale,American Pale Ale,5.37,32.41,5.24
Imperial Pumpkin Pie Ale,Spice Herb or Vegetable Beer,7.73,34.95,12.35
La Trappe Quad Clone,Belgian Tripel,8.13,15.36,23.11
Boston Ale Clone,American Pale Ale,4.46,30.04,6.63
Grapefruit Wheat,American Wheat or Rye Beer,5.34,13.16,5.56
New Belgium Brewing Trippel Clone.,Belgian Pale Ale,6.49,24.11,4.99
Palmer's Elevenses,Northern English Brown,4.72,26.07,20.79
Lawnmower Beer,Munich Helles,4.39,19.2,3.01
Sam Adams Summer Ale Clone,American Pale Ale,6.36,36.4,3.59
Fealty Flanders Red Ale,Flanders Red Ale,6.7,18.71,12.75
Orfy's Hobgoblin Clone,Burton Ale,5.08,45,16.03
Fønky Farmhouse Ale,Fruit Beer,5.56,37.68,4.93
Amarillo Singel Hop,American IPA,6.99,72.35,13.53
Honey Weizen,Weizen/Weissbier,7.98,24.59,4.51
Clementine Wheat,American Wheat or Rye Beer,5.65,55.35,4.34
Kraken,American IPA,6.35,20.85,23.7
Buxton Axe Edge Clone,American IPA,6.72,64.91,5.02
Alfie - Kolsch,Kölsch,4.78,25.81,4.48
Gamma Ray Clone,American Pale Ale,5.42,58.13,8.02
Coffee Brown,American Brown Ale,5.35,27.2,25.68
White House Honey Porter,Brown Porter,5.45,30.26,23.65
Mocha Stout,Oatmeal Stout,5.09,28.91,33.39
WWWit,Witbier,5.1,18.65,3.59
'Scotchy-Scotch Scotch' Milk Stout,Sweet Stout,7.38,22.92,44.05
Kentucky Common,Kentucky Common,4.18,22.56,13.02
Yuengling Clone,Vienna Lager,4.16,12.74,9.91
Orange Braggot 12.73%,Braggot,9.55,25.88,5.1
Spring Citrus Citra Saison,Saison,6.55,31.88,10.83
Yuzu IPA,American IPA,4.87,224.92,5.35
Raisin Hell Red Ale,Irish Red Ale,5.6,27.36,14.76
Yankee's In Dixie - New England IPA,American IPA,7.18,33.85,4.42
Hibiscus Gose,Gose,4.78,13.27,5.04
Premium Lager (5 Gal),American Lager,5.08,13.52,3.8
Maltmons Red Ale All Grain Kit,Irish Red Ale,6.54,26.05,14.49
Death By Masturbation,American IPA,6.37,83.53,8.54
White Rabbit Dark Ale,Dark Mild,5.78,25.94,26.86
The Golden æl,Belgian Golden Strong Ale,8.78,29.17,5.75
BOHEMIAN PILSNER,Bohemian Pilsener,6.45,16.38,5.28
White Rabbit Dark Ale,Dark Mild,5.78,25.94,26.86
Monterey Bay's Summer Witbier,Witbier,5.81,26.21,3.59
Cascadian Dark Ale,Clone Beer,7.55,79.5,50
Peanut Butter Jelly Time,Brown Porter,5.14,29.66,26.7
Sunday Bloody Sunday,Irish Red Ale,5.15,34.77,16.38
Heritage Sparkling Ale,Australian Sparkling Ale,5.37,32.04,5.85
Spaceghost Pineapple IPA,American IPA,6.22,71.04,5.91
Bakke Brygg Quadrupel 20 L,Belgian Dark Strong Ale,10.11,27.45,26.99
Brown Ale,American Brown Ale,5.32,26.4,28.61
Imperial Pilsner,Bohemian Pilsener,8.42,75.1,4.24
Milk Shake IPA Brew Grainfather,American IPA,4.91,33.21,4.51
Belgian Ale,Belgian Pale Ale,5.75,25.58,11.72
GBG Beer Week 2016 (clone),American IPA,7.26,56.49,5.25
American Pale Lager,American Pale Ale,5.53,42.46,11.3
Hoppy Amber,American Amber Ale,5.29,38.68,15.76
Frothy Rectal Juice,Belgian Dubbel,8.29,24.53,17.09
Kronenbourg 1664 Clone,International Pale Lager,5.06,14.98,3.35
Belgian Marmalade Wit,Witbier,5.97,15.03,5.23
Pucker Face Citrus IPA,American IPA,6.11,60.25,9.69
BlackBerry Cream Ale,Cream Ale,5.8,100.16,11.8
Smoked Wheat (Grodziskie),Piwo Grodziskie,4.75,20.27,3.57
EXTRACT RED IPA,Specialty IPA: Red IPA,6.96,81.57,15.47
Fresh Hopped IPA (2.5 Gallon),American IPA,6.62,76.06,6.85
Smoked Chipotle Porter,Baltic Porter,7.66,39.25,24.4
Schnickelfritz,Düsseldorf Altbier,4.96,36.44,15.26
Derek's Bitter,Strong Bitter,4.2,33.97,10.2
West Coast IPA,American IPA,6.12,119.86,7.44
Blue Certified Clone,Light American Lager,3.59,10.08,3.25
Honey Saison,Wild Specialty Beer,7.51,17.18,4.18
Nut Brown Honey  Bear Beer,Southern English Brown,4.88,17.17,14.74
Lichtenhainer,Lichtenhainer,4.42,9.07,3.62
Maibock/Helles Bock - NHC 2013,Maibock/Helles Bock,6.93,29.67,6.69
New Zealand Pale Ale,American Pale Ale,5.24,23.2,8.3
Zombie Dust,American Pale Ale,6.4,88.92,9.97
Guinness Clone,Dry Stout,5.14,42,30.09
Tex Quad,Belgian Dark Strong Ale,12.19,20.13,25.42
Coconut Chocolate Stout #1,American Stout,7.24,26.01,42.81
09-Tropical FES (Tropical Wildcat-Szlakiem Witolda),Foreign Extra Stout,6.92,45.35,43.57
Mac N Jack's Extract Clone,California Common Beer,5.58,35.61,13.28
Ipa,Specialty IPA: Belgian IPA,9.37,77.87,4.59
CREAM CLOUD,Double IPA,9.73,49.19,7.9
Porter,Brown Porter,4.27,42.7,21.95
Long December Oatmeal Stout,Oatmeal Stout,4.85,25.07,30.04
IPA 6 GALLON,American IPA,6.64,56.22,7.24
Zombie Dust Clone,American IPA,5.77,61.75,9
Gooseberry IPA,American IPA,7.36,70.2,5.24
Steven Bisig's Recipe,Pyment (Grape Melomel),8.96,0,0
FB Cider,Apple Wine,10.01,0,4.8
Red Oak Clone,Vienna Lager,5.04,20.67,8.87
#20 Weizenbock,Weizenbock,8,21.33,20.58
Bakke Brygg Foreign Extra Stout 20 L,Foreign Extra Stout,7.28,65.38,44.17
Ginger Wit,Witbier,4.82,16.2,3.9
Puttin On The Spritz,American IPA,5.46,39.45,3.17
Citra Rye Pale Ale,No Profile Selected,4.48,75.47,9.12
West Coast IPA,American IPA,5.97,54.38,8.94
English Brown Mild,Mild,3.41,21.17,18.18
Are You Fuggles Serious?!,English Porter,5.62,39.87,49.34
Autumn's Bounty Double Nut Brown Ale,Old Ale,8.89,41.64,19.29
Tart Of Darkness,Flanders Brown Ale/Oud Bruin,6.17,6.43,31.14
Sunny Sol Clone,Light American Lager,3.79,8.17,3.5
Liquid Mistletoe,Cyser (Apple Melomel),13.63,0,6.59
Sahti,Sahti,4.9,20.47,3.37
IPA DYNASTY,American IPA,4.39,94.81,8.53
GL Christmas Ale Clone,Winter Seasonal Beer,7.13,28.52,15.41
Chocolate Cherry Milk Stout,Sweet Stout,6.71,18.98,35.35
Amber Waves Of Grain,American Amber Ale,5.7,37.21,16.49
14 Peat Smoked Lager - Partial Mashing,Specialty Smoked Beer,6.33,44.45,4.99
Amber Rhubarb Sour,Mixed-Fermentation Sour Beer,4.53,21.15,23.8
Summer Smoked Wheat,Classic Rauchbier,5.98,20.98,13.96
Dead Guy Clone Rogue - Maibock,Helles Bock,6.63,34.69,7.28
Riverwest Stein Clone,Vienna Lager,5.53,21.36,14.59
Drakes 1500 Clone,American Pale Ale,5.85,56.93,8.09
Imperial Pumpkin Ale,Holiday/Winter Special Spiced Beer,9.16,42.21,15.77
Cow Skull Barley Wine,English Barleywine,10.05,51.08,24.52
Ambrosian Winter Wheat,Belgian Dark Strong Ale,8.75,14.73,21.56
Szőke Ciklon NEIPA,Specialty IPA: New England IPA,5.17,37.06,4.05
Melvin-Style IPA,American IPA,6.73,51.24,6.66
Oak Vanilla Coffee Imperial Stout,Russian Imperial Stout,10.37,71.33,40
Julebokk,Doppelbock,8.14,25.74,21.94
Pat's Celebrator,Doppelbock,8.23,21.37,22.31
Summer Ale,Special/Best/Premium Bitter,4.3,26.92,6.79
It's Citrap!,English IPA,8.69,24.71,10.98
Ruthless Rye Clone,Specialty IPA: Rye IPA,6.69,59.57,10.98
2014 Tiny Stout,Dry Stout,4.73,31.13,40
IPA Tropical,English IPA,5.82,76.15,9.53
East Coast IPA - Braumeister 20L,American IPA,5.64,63.78,4.38
Dragon Vs Fox,Special/Best/Premium Bitter,4.82,33.3,14.39
Galaxy White IPA,American IPA,6.78,56.99,3.97
Bakke Brygg American IPA Ekstrakt 25 L,American IPA,6.85,71.85,6.74
The Full Nelson (Nelson Sauvin DIPA),American IPA,10.32,104.81,7.73
Without Shoes -T. Snider Brew V3,American IPA,6.78,53.56,9.16
Grandma Morgans Barrel Aged Rum Soaked Fruitcake Barleywine,American Barleywine,10,99.7,17.86
Hopstand IPA (v5): Simcoe Amarillo,American IPA,6.32,112.31,4.6
Saison De Lawn,Saison,5.25,32.41,5.5
Waasmunster Wit,Witbier,5.56,15.71,3.96
Mountain Breeze APA,American Pale Ale,5.54,39.44,5.43
Black Metal Stout V6,Russian Imperial Stout,11.15,54.92,38.93
Enzo Stout,American Stout,6.45,47.57,40
Extract Lager,Czech Pale Lager,3.62,29.53,5.65
German Pale Ale,American Pale Ale,5.01,42.5,4.45
2 - Belgian Blond Ale 2 20lt,Blonde Ale,4.89,19.68,4.96
Sunset Orange Kolsch,Kölsch,4.82,20.39,5.69
Blue Moon Clone 5.5g BIAB,Witbier,5.63,14.25,4.17
Irish Red4,Irish Red Ale,5.81,35.95,18.84
Chocolate Oatmeal Stout,Oatmeal Stout,5.4,28.53,39.83
Imperial IPA - VIXNU Clone,Imperial IPA,9.25,75.32,10.83
Pumpkin Ale,Spice Herb or Vegetable Beer,5.09,12.53,17.53
Scotch Rocket,Strong Scotch Ale,9.13,34.89,23.02
Czech Pilsner,German Pilsner (Pils),4.75,19.83,2.93
Club NEIPA SMaSH Cascade,American IPA,6.15,35.76,3.64
Black Chocolate Imperial Stout,Russian Imperial Stout,11.14,63.44,50
Big L Maibock,Maibock/Helles Bock,6.32,25.97,7.75
BOOM: Gose The Pineapple,Berliner Weisse,5.02,11.73,3.9
Ghost Rider IPA,American IPA,6.03,63.54,6.76
Camden Hells Lager,International Pale Lager,4.25,83.66,4.59
Smoked Amber,American Amber Ale,5.9,38.06,13.41
Zombie Killer Mead,Cyser (Apple Melomel),6.2,0,8.76
Raspberry Witbier,Witbier,5.89,27.49,19.65
Raspberry Witbier,Witbier,5.89,27.49,19.65
Reds Rye Clone,Specialty IPA: Rye IPA,6.63,70.22,12.59
Chocolate Milkshake Stout,Sweet Stout,5.14,26.71,34.23
Double Raspberry Vanilla Smoothie IPA,American IPA,5.56,63.13,3.4
Centennial SMaSH,American Pale Ale,4.66,43.73,5.18
American Stout,American Stout,6.96,65.75,39.58
La Polaca,Piwo Grodziskie,3.27,23.33,3.01
Belgian Wheat,Witbier,4.79,12.57,3.14
Kolsch II,Kölsch,5.33,30.21,4.79
SMaSH - Munich Perle,North German Altbier,5.74,58.62,14.94
Cream Ale - Blueberry,Cream Ale,5.93,16.32,4.78
Pinta Gold,Extra Special/Strong Bitter (ESB),5.84,36.22,8.7
03 ESB,Strong Bitter,5.57,38.97,6.12
"""Reverend Craig"" Bourbon Barleywine",American Barleywine,12.57,116.84,17.51
Anchor Steam Beer,California Common Beer,5.22,21.56,11.5
Plainsview Common,California Common Beer,5.46,33.02,12.19
1-2 Gal Citra SMaSH,Imperial IPA,9.82,116.64,8.72
APA Concurso SC !!!,American Pale Ale,5.22,42.36,8.4
Citra Honey IPA,American IPA,5.34,28.42,4.94
Ultra Light,American Light Lager,5.31,8.15,3.14
Citra Honey IPA,American IPA,5.34,28.42,4.94
Ultra Light,American Light Lager,5.31,8.15,3.14
Consecration Clone,Mixed-Fermentation Sour Beer,7.36,16.9,21.88
Tripel,Belgian Tripel,8.15,27.76,6.94
Heady Topper Clone Extract,American IPA,7.67,111.58,9.46
Gash's IPA,American IPA,5.87,53.82,8.98
Black IPA,American IPA,6.94,70.81,35.69
2016 IPA,Imperial IPA,7.83,97.82,12.56
YOUNGS SPECIAL BITTER 1318,Special/Best/Premium Bitter,4.31,35.1,6.65
White IPA,Specialty IPA: White IPA,8.78,89.22,5.3
Gluten Free Stout,American Stout,7.21,41.01,46.49
Golden Plains Cream Ale,Cream Ale,4.98,17.35,3.11
Kama Citra IPA,American IPA,6,59.71,7.51
CODE RED 23L,Specialty IPA: Red IPA,6.27,61.49,18.17
Cascade Orange Pale Ale,American Pale Ale,5.28,25.03,6.5
Munchen Grosses Bier - Jamil,Munich Helles,5.2,17.63,4.25
Citra,American IPA,7.01,72.05,6.93
SMaSH #2 (Maris Otter/Galaxy),American Pale Ale,3.97,37.14,4.38
Imperial Vanilla Coffee Milk Stout,Russian Imperial Stout,11.27,53.52,44.57
Lionheart's (New Moon) Honey Double Wit,Specialty Beer,6.93,19.39,4.67
Heineken,German Pilsner (Pils),6.13,22.53,3.17
PIROUETTE,Belgian Blond Ale,6.51,29.13,5.59
Grodziskie,Specialty Smoked Beer,4.84,22.68,7.24
Valhalla [J],Imperial Stout,17.12,104.22,50
Bitter,Best Bitter,4.5,35.71,8.38
Basic Braggot,Braggot,5.62,30.53,7
Munich Helles,German Helles Exportbier,5.3,18.95,3.09
Creamsicle IPA,American IPA,6.83,33.93,8.77
Helles Bock - Braumeister 20 L,Maibock/Helles Bock,6.39,23.96,6.83
Grapefruit Sculpin-ish Clone - Maybe?,American IPA,6.52,68.96,7.59
Black Coffee BIPA 3.0,Specialty IPA: Black IPA,6.42,64.84,34.93
Major League Lager,Light American Lager,4.76,38.53,9.52
Whiskey Barrel Stout,American Stout,6,38,30
Ladon's Best Imperial IPA (BIAB),Imperial IPA,7.75,113.44,13.44
Barney Flats Oatmeal Stout,Oatmeal Stout,9.09,26.33,40
Bakke Brygg Robust Porter 25 L,Robust Porter,5.93,36.24,34.4
Steam Beer,California Common,5.03,31.61,6.24
Mirror Pond Clone,American Pale Ale,6.11,43.09,9.09
DoppelHefeWeizen,Weizenbock,7.75,76.04,30.55
Cream Ale,Cream Ale,5.45,27.84,7.34
Finger A Ginger Ale,Fruit and Spice Beer,4.99,47.5,4.16
Irish Cream Ale,Irish Red Ale,3.24,51.11,17.6
Sour Razzberryliner Weisse,Fruit Lambic,5.15,12.22,4.09
Cherry Saison,Saison,8.26,29.26,5.68
[BYOBRA] Gale's HSB,Strong Bitter,5.21,28.5,12.55
#19 Świąteczne,Baltic Porter,7.72,33.96,28.71
Best Bitter,Special/Best/Premium Bitter,4.41,28.42,8.94
Clone - Two Hearted,American IPA,7,64.79,7.22
Baklava Brown,American Brown Ale,6.19,31.18,22.03
Zombie Dust Clone,American Pale Ale,6.13,57.65,8.7
Orangey Citrus White IPA With Kveik Yeast,American IPA,5.75,42.81,4.53
Trappist Ale,Belgian Tripel,7.78,30.13,4.73
Red Cascade Ale - One Gallon,American Amber Ale,4.8,26.83,13.98
Hoppy Red Ale,American Amber Ale,6.13,96,17.69
Lemon Drop IPA,American IPA,6.89,93.51,7.9
Grizzly Brown Ale Bear,American Brown Ale,5.51,38.4,21.11
Schiefloes White IPA,American IPA,6.45,52.62,8.64
Vanilla Porter,Robust Porter,6.29,24.57,33.13
Maple Syrup Mead,Sweet Mead,11.65,0,5.18
Chinook/Amarillo IPA,Specialty IPA: White IPA,6,65.62,6.5
Chinook/Amarillo IPA,Specialty IPA: White IPA,6,65.62,6.5
#2 - Hopfen Weisse (4/2014),Weizen/Weissbier,5.89,29.52,5.83
Thunder Cloud Porter,Brown Porter,4.03,23.32,26.63
German Blonde Ale,Blonde Ale,4.57,28.19,3.2
Great White Clone,Witbier,4.73,12.03,4.37
Citrus IPA,American IPA,5.83,69.69,4.79
Mystic Cat - Imperial English Barleywine (2.75 Gallon),English Barleywine,20.61,83.8,27.33
ESB All Grain - 3rd Revision (WLP002),Extra Special/Strong Bitter (ESB),5.57,34.8,12.18
Maple Scotch Ale,Strong Scotch Ale,7.31,32.38,21.65
Wookie Crack,Specialty IPA: Black IPA,8.29,87.24,40.38
Smoked Rosemary Double IPA,Imperial IPA,8.76,82.16,9.59
Blanche De Chambly Clone,Witbier,5.2,11.5,4.59
Bakke Brygg Best Bitter 25 L,Special/Best/Premium Bitter,4.39,34.02,10.97
Madrian Guava IPA,American IPA,5.84,41.8,3.84
English Red Ale,Irish Red Ale,5.51,13.31,12.23
Vikings Vs Aliens,Wee Heavy,7.91,25.01,23.34
Busch Like,American Pale Ale,5.34,13.23,4.16
Lemon Ginger Sour,Berliner Weisse,7.02,11.47,4.79
Juice Bomb #1,Specialty IPA: New England IPA,6.44,70.55,4.23
Yum Yum Sweet Potato Brown Ale,American Brown Ale,7.15,42.2,24.33
Extract Kolsh,Kölsch,4.7,21.1,3.87
Vanilla Cinnamon Porter,Robust Porter,11.48,76.72,42.59
Theakston Best Bitter,Ordinary Bitter,3.67,29.36,9.85
American Blonde Ale (ABA),Blonde Ale,5.02,22.21,4.67
Hooter Brown Clone,American Brown Ale,8.32,32.79,17.4
Quadrophenia 7.5 BBL,Belgian Dark Strong Ale,11.02,14.11,21.11
NorCal Lagunitas IPA Clone DME,American IPA,5.96,93.74,5.36
Lemongrass IPA,American IPA,6.47,59.94,7.93
East Kent Golding Single Hop Ale,No Profile Selected,5.04,40.09,5.42
Tony's Guinness Stout Clone,Foreign Extra Stout,6.39,38.99,26.76
Stone Imperial Russian Stout Clone,Russian Imperial Stout,10.24,92.68,41.42
Pumpkin Stout,Mixed-Style Beer,6.13,46.56,38.45
Falconers Flight,Cream Ale,7.45,41.22,5.53
B0D Red Rocket Ale ▲ 03.27.15,Irish Red Ale,8.8,65.91,20.96
Zombie Dust,American Pale Ale,5.67,57.72,9.5
IPA Pilsner Malt,English IPA,5.09,57.93,5.55
Cherry Chocolate Porter,Brown Porter,7.08,32.76,33.52
English Blond Ale,Blonde Ale,5.57,22.31,6.34
Epic Pale Ale Clone,American Pale Ale,6.04,46.3,8.68
Spencer Brewery Trappist Ale,Trappist Single,5.84,24.66,6.55
Spencer Brewery Trappist Ale,Trappist Single,5.84,24.66,6.55
Irish Red Ale #1,Irish Red Ale,4.51,21.35,14.13
BlackBerry IPA,American IPA,6.47,48.87,9.76
Chocolate Maple Porter (name Needed),Robust Porter,5.89,33.83,40
Sierra Nevada Torpedo Extra IPA Clone,American IPA,5.18,7.82,5.25
Pils Done Right 2,German Pils,4.61,28.56,3.28
Sly Fox Clone V3,American Pale Ale,4.86,60.21,3.63
Summer Lager,American Light Lager,4.6,21.62,2.53
Shumacher Alt Clone,Düsseldorf Altbier,4.82,38.91,8.95
Stone Levitation Amber Ale,American Amber Ale,4.39,29.36,17.62
Super Light One Gallon Watermelon Ale,Fruit Beer,5.06,33.1,5.39
Cherry Vanilla Stout,American Stout,6.18,18.47,35.94
Autumn's Bounty Maple Nut Brown Ale,American Brown Ale,5.57,30.64,24.64
Scotch Ale,Strong Scotch Ale,7.42,24.29,19.11
Fat Head's Head Hunter IPA Clone,American IPA,6.96,248.27,7.03
Lagunitas IPA II 10gal,American IPA,6.92,61.63,9.41
Mikklan New England IPA,American IPA,6.12,26.97,6.21
Leffe Brune Clone (73),Belgian Specialty Ale,6.13,23.91,19.58
Mosaic Blonde Ale,Blonde Ale,5.52,39.56,5.52
Bakke Brygg American IPA 25 L,American IPA,6.85,71.88,6.89
Nut Brown Ale Partial Mash,American Brown Ale,0.3,25.15,108.65
MyBock,Maibock/Helles Bock,7.5,15.83,8.45
Ivan's American Black Ale,Specialty IPA: Black IPA,7.8,64.31,31.97
Blue Moon Clone - Ohad Peled,Weizenbock,4.39,5.37,3.49
West Coast Blaster,American Amber Ale,6.81,66.8,19.45
Galileo White Paws,Witbier,4.9,27.31,3.86
Smoked Maple Stout,Other Smoked Beer,5.67,33.61,30.04
Apfelwein,Common Cider,2.6,0,6.32
Cranberry Saison,Specialty Fruit Beer,7.34,20.9,9.13
Southern Brown Ale,Southern English Brown,3.97,19.52,26.34
Notorious BIG Juicy NEIPA,American IPA,6.94,90.42,6.91
Blood Orange IPA,American IPA,6.97,40.53,7.23
Dry Dock Vanilla Porter,Baltic Porter,5.23,35.77,32.56
Munich Dunkel,Munich Dunkel,5.8,28.83,20.21
