name,style,abv,ibu,color
Grapefruit IPA,American IPA,7.14,83.88,7.54
Lonemarka,American Pale Ale,5.33,37.51,7.39
#3  Insomnia IPA,American IPA,6.58,45.01,16.8
Justamere Pumpkin Chai Ale,Holiday/Winter Special Spiced Beer,6.64,13.62,12.7
Lemon Berliner Weisse,Berliner Weisse,8.27,0,5.69
CaraMaerzen Festbier,Oktoberfest/Märzen,5.45,19.23,9.97
Australian Hopped Double IPA,Imperial IPA,9.85,87.11,8.72
New England IPA,American IPA,7.15,44.06,5.01
West Coast Pale Ale,American Pale Ale,3.7,22,3
페일에일,Foreign Extra Stout,7.13,33.46,50
Vanilla Cream Ale,American Pale Ale,5.12,21.32,3.56
The Red And The Black,American Amber Ale,9.56,69.4,31.69
Pica Saison,Saison,6.51,21.39,5.16
Belgian Dubbel,Belgian Dubbel,7.27,22.87,16.06
Watermelon Saison,Saison,7.01,26.68,5.12
Boston Lager\ Alternative To Sam Adams,Clone Beer,5.22,32.71,6.99
Blanche De Bruges Clone,Witbier,4.71,20.09,4.22
Watermelon Saison,Saison,7.01,26.68,5.12
Hallertau Blanc Wheat SMASH,American Wheat or Rye Beer,4.84,28.4,3.17
Strawberry Melomel,Other Fruit Melomel,16.19,0,5.1
Lager,International Pale Lager,4.68,21.63,3.39
Leffe Clone,Belgian Pale Ale,6.14,26.34,17.48
English Bitter,Extra Special/Strong Bitter (ESB),5.39,33.6,8.44
Mel's Graff,Fruit Beer,4.42,10.36,9.37
Cream Ale,Cream Ale,4.28,16.83,2.95
#80 Black Tokyo Horizon Acc To Brewdog,Imperial Stout,17.08,74.55,50
Equinox/Mosaic IPA,American IPA,7.73,72.3,4.5
Cream Ale 2.0,Cream Ale,5.16,23.29,3.02
Garden Gnome Chanterelle Saison Ale,Saison,5.57,26.85,11.63
Idaho 7 Smash,American IPA,5.62,42.47,6.61
Summer Shandy Clone,American Wheat Beer,4.64,27.34,3.52
Hoppy Wheat Beer,American Wheat Beer,4.88,69.41,7.34
Walking On Water,American IPA,7.05,69.88,5.32
Narwhale 2,Russian Imperial Stout,12.03,70.42,50
Honey Blonde Ale,Blonde Ale,4.9,27.54,5.56
APA (Mosaic/Citra),American Pale Ale,5.51,35.83,6.87
Weizenbock,Weizenbock,7.91,19.05,16.3
Cascade-Laid,American Pale Ale,4.92,37.4,11.07
Weizenbock,Weizenbock,7.91,19.05,16.3
Great Bear Clone,American Brown Ale,5.44,45.87,21.23
Hop Juice IPA,American IPA,5.52,62.82,5.41
AHB Lavender Mead,Metheglin,16.54,0,5.1
Summer IPA,American IPA,6.42,78.74,13.7
Chocolate Stout,Oatmeal Stout,4.7,30.03,27.44
Smash Saison 1,Saison,7.06,16.64,3.31
Golden Ale BIAB,Blonde Ale,4.84,23.04,5.78
Cappys' Wheat,Weizen/Weissbier,4.77,14.82,3.31
Sans Blackberry Bitter,Experimental Beer,4.91,33.52,8.69
Hwt Cider 2,Common Cider,8.4,0,5.78
Barley Wine One Gallon,American Barleywine,10.7,99.55,19.64
152,American Amber Ale,5.27,48.58,13.03
Mondi?a Gaiais,American Pale Ale,6.53,18.37,3.87
Cincinnati Pale Ale,American Pale Ale,4.04,33.98,7.86
Kranky Kolsch,Kölsch,5.14,22.48,3.43
Classic American Pilsner 2.0,Pre-Prohibition Lager,5.77,37.47,5.23
Porter Moon,Brown Porter,5.24,24.64,23.51
Shiner Bock Clone,Dark American Lager,5.8,17.69,20.8
Hibiscus Wit,Witbier,5.44,16.47,4.08
Midland Mild Ale,Mild,3.4,22.89,21.15
Lichenhainer - Sour Smoked Wheat,Other Smoked Beer,4.88,11.38,3.75
Barrel Age Wheat Wine,English Barleywine,9.66,37.54,9.41
Extract Lambic/Gueuze Recipe,Gueuze,4.55,5.84,3.38
Blood Shot Bright Ale,Blonde Ale,6.62,23.9,4.61
TC Hazelnut Stout,Sweet Stout,4.84,30.6,42.65
Amundsen Apocalyptic Thunder Juice (NEIPA),No Profile Selected,6.16,53.76,3.72
East Coast Pale Ale,American Pale Ale,7.34,36.83,7.24
Clone - Red Hook - Long Hammer IPA,American IPA,5.61,46.19,6.93
"☆ ""Full Monty"" ☆",Imperial Stout,9.83,74.01,49.69
Michali Strawberry Wheat,Fruit Beer,5.48,19.73,16.96
PLUM PORTER - NOV 2016,English Porter,4.08,26.63,50
American IPA,American IPA,7.33,75.62,7.76
Rye Saison,Saison,6.33,34.48,4.26
Premiant Celebration,Belgian Blond Ale,6.81,40.21,16.53
805 Extract Clone,American Light Lager,4.62,23.99,4.42
Bad Mango,American IPA,6.21,63.45,5.18
Carisa Double Neipa,Imperial IPA,8.99,174.49,5.28
The Lovely Pekko,American IPA,7.09,71.32,6.16
Carisa Double Neipa,Imperial IPA,8.99,174.49,5.28
Cucumber Watermelon Mint Berliner Weisse,Berliner Weisse,3.15,3.39,2.51
Salted Caramel Brown Ale,American Brown Ale,7.46,17.08,33.46
Bohemian Pilsner - Old,Czech Premium Pale Lager,6.11,40.71,3.19
Witbier,Witbier,4.3,30,4.15
1886 Hodgson Bitter Ale,Special/Best/Premium Bitter,4.89,71.52,6.12
No Crystal American Red Recipe Kit - 5 Gal,Irish Red Ale,5.6,43.55,14.68
Global Warmer Clone,Imperial IPA,6.68,62.79,14.31
Harvest Steam,California Common Beer,5.24,30.77,9.12
Belgian IPA (Extract),Specialty IPA: Belgian IPA,8.52,68.28,10.98
KOCH BIER BARLEY WINE,English Barleywine,11.87,36.22,6.49
Budweiser Ale Style,Blonde Ale,4.94,13.04,2.87
Golden Mosaic SMaSH,American Pale Ale,5.19,43.83,5.1
Light Of My Life SummerLime Wheat,Fruit Beer,6.15,17.35,5.12
CitrAPA,American Pale Ale,6.83,34.83,7.31
Red's Rye Clone,Specialty IPA: Rye IPA,6.68,111.75,13.16
Chimay Blue,Belgian Dark Strong Ale,8.42,20.54,30.45
Wee Heavy Alvaro Cambre,Wee Heavy,8.04,0,16.42
END OF SUMMER IPA SAISON,Bière de Garde,5.14,34.73,5.05
Imperial Pumpkin Creme Brule Stout,Holiday/Winter Special Spiced Beer,7.83,130.83,28.92
Amber - Turkeyfest,Autumn Seasonal Beer,6.76,26.67,11.94
Imperial Pumpkin Creme Brule Stout,Holiday/Winter Special Spiced Beer,7.83,130.83,28.92
Dr Rudi Pale Ale,American IPA,6.37,64.27,17.25
Aqua Regia,American IPA,6.2,131.26,11.17
One-Hopper Wheat,American Wheat or Rye Beer,5.26,32.15,5.05
Citra Saison,Saison,5.6,29.91,4.9
5 C's IPA,American IPA,7.57,91.84,10.09
Brewer's Best Whiskey Barrel Stout,American Stout,5.57,36.27,40
Foreign Extra Stout,American Stout,5.88,39.27,39.95
David Heaths Mild Ale,Dark Mild,3.13,25.1,21.34
NZ Pilsner,Bohemian Pilsener,4.63,21.47,2.89
A Hoppy Little Apple,Common Cider,1.81,8.34,6.64
Nelson Sauvin Saison,Saison,5.35,28.6,3.49
#15 Indian Summer IPA,American IPA,6,83.98,8.04
Defalco's Honey Wheat Beer,American Wheat or Rye Beer,5.89,15.2,7.08
Tusken Raider,American Brown Ale,6.34,72.36,37.04
Misfire! 2014,Extra Special/Strong Bitter (ESB),4.75,19.42,5.73
Blood Orange,American Amber Ale,4.3,21.79,7.24
Smooth Slug Assassin / Creme Brulee Oatmeal Stout,Russian Imperial Stout,9.55,40.96,40
A Tiny Beautiful Something Clone,American Pale Ale,5.76,57.95,3.81
Aroma IPA,American IPA,6.08,42.74,8.08
A Tiny Beautiful Something Clone,American Pale Ale,5.76,57.95,3.81
Shock Top Clone (JG),Witbier,4.89,13.91,3.6
2015 Imperial Pumpkin Ale - Partial Mash,Spice Herb or Vegetable Beer,9.29,46.06,8.49
Maple IPA,Imperial IPA,7.4,47.55,18.54
Comoros Coffee Stout,American Stout,5.72,12.58,31.83
Thor - Warrior Pale Ale Smash,American IPA,6,45.71,4.38
Sierra Nevada Tumbler Clone,American Brown Ale,4.38,45.61,21.55
Island's Belgian Caramel Vanilla Wit,Witbier,6.06,16.51,5.82
Easter IPA,American IPA,6.53,63.98,6.21
Hazy Session IPA,American IPA,4.95,92.4,4.05
Nøgne Ø IPA Clone,American IPA,7.45,63.71,8.55
Amarillo Amber Ale,American Amber Ale,4.57,37.91,12.31
Heady Topper V4,American IPA,8.1,116.84,8.76
Kölsch,Kölsch,4.75,28.26,2.96
Sahti Ei Lopu #2,Sahti,7.48,8.68,8.01
Belma Pale Ale,American Pale Ale,5.93,44.01,6.23
Weizenbock,Weizenbock,7.22,18.77,11.07
Irish Red Ale,Irish Red Ale,6.16,29.57,18.02
Summer Munich Night,Specialty Beer,5.48,16.15,33.31
Brut,Brut IPA,6.8,26.31,3.29
Summer Munich Night,Specialty Beer,5.48,16.15,33.31
Black Forest Stout,American Porter,7.03,30.67,38.61
Comet Ipa,American IPA,6.01,75.15,6.07
1 Gal - Mosaic Single Hop,American IPA,6.35,134.06,8.55
Valhalla Red IPA,Imperial IPA,7.81,82.52,12.77
Russian Imperial Stout 3,Russian Imperial Stout,9.51,81.44,40
Northeast IPA,American IPA,7.16,65.72,5.63
Summer Peach Ale,American Amber Ale,5.88,29.98,14.31
Hop Of The Wagon IPA,American IPA,6.24,61.84,9.76
Aitvarė,Belgian Tripel,8.51,34.61,3.41
Breakside IPA Clone,American IPA,6.33,69.63,6.12
Speidel # Einerøl,Specialty Beer,7.13,31.46,5.86
Blueberry IPA,American IPA,5.43,44.94,7.09
✓pilz,Czech Premium Pale Lager,4.78,38.04,4.34
Breffist Stowt,Oatmeal Stout,8.89,50,50
Russian Imperial Stout,Russian Imperial Stout,10.03,74.36,81.66
Blackberry Berliner Weisse,Berliner Weisse,3.42,9.95,3.05
Weizen Til Grainfather,Weissbier,5.67,13.05,3.68
Catharina Sour - Mango,Berliner Weisse,4.38,7.73,2.77
Fullers 1845 Clone - English Strong,British Strong Ale,6.39,52.11,14.47
Catharina Sour - Mango,Berliner Weisse,4.38,7.73,2.77
Citra Extra Pale Ale,American Pale Ale,5.97,62.76,5.63
Lagunitas IPA Clone - #11,American IPA,5.86,67.29,7.22
Session IPA,American IPA,4.83,64.69,7.34
Pecan Pie Porter,Baltic Porter,6.5,63.47,43.6
Pumpkin Mead!,Sweet Mead,9.65,0,4.29
Pineapple Saison,Saison,5.31,98.74,6.37
Chimay Doree Clone,Trappist Single,4.49,17.32,4.75
Zbieraj śmieci Rób Barliłajny!,English Barleywine,8.96,62.2,19.04
Eld I Brallan,American IPA,4.93,143.83,15.85
Pineapple Milkshake,Specialty IPA: New England IPA,5.31,57.19,6.64
Coffee Vanilla Porter,Baltic Porter,7.79,46.49,30.81
Belgian Session Ale,Belgian Specialty Ale,4.01,19.19,4.98
Brown Shugga,American Barleywine,10.04,54.66,16.63
Allagash White,Witbier,4.69,25.88,3.82
Studentergaarden Rød Pils,Vienna Lager,5.25,22.37,13.21
The Elder Pliny - Via Vinnie HBA Article,Imperial IPA,7.41,261.75,6.99
Imperial Porter For Large Barrel 7.5 Gal,Wood-Aged Beer,9.81,62.72,40
Belgian White (Blue Moon),Witbier,5.91,29.61,4.4
Imperial Porter For Large Barrel 7.5 Gal,Wood-Aged Beer,9.81,62.72,40
Belgian White (Blue Moon),Witbier,5.91,29.61,4.4
Belgian Tripel,Belgian Tripel,8.93,47.9,6.98
Saison D'etre,Saison,6.81,32.97,5.87
Fullers ESB Clone,Extra Special/Strong Bitter (ESB),5.69,45.34,11.14
Barley Wine 120,English Barleywine,12.93,96.27,13.14
Young Speckled Hen,Extra Special/Strong Bitter (ESB),5.12,43.09,9.6
Sidecar Orange Pale Ale Clone,American Pale Ale,5.43,36.74,5.76
Boddington's Clone,Ordinary Bitter,3.88,29.34,5.17
Helles Bock,Maibock/Helles Bock,6.86,30.42,11.04
Dobblebock,Doppelbock,7.81,34.49,17.6
Yeast Starter - LME 1.75 Litre,No Profile Selected,3.94,0,4.24
Amarillo IPA,American IPA,4.47,66.22,9.97
No.10 - Amber Ale,American Brown Ale,5.46,27.45,24.57
John Q. Adams Marblehead Lager (NB Kit),Standard American Lager,5.39,23.18,8.53
Imperial Kvass,Specialty Beer,4.91,15.05,11.17
Mango Mosaic 2,Fruit Beer,6.65,53.57,9.15
Hvete Dunkel,Dunkles Weissbier,6.07,19.06,22.81
White Christmas White Stout,American Stout,6.24,49.71,8.04
Galaxy Stout,Sweet Stout,6.36,37.52,35.11
Amarillo LBlonde,Blonde Ale,4.51,44.4,5.98
Coconut Vanilla Oatmeal Stout,Oatmeal Stout,6.81,12.3,38.17
Disco Demolition Double IPA,Imperial IPA,10.06,141.14,13.09
Elevated IPA,American IPA,6.53,124,6.51
Berliner Malina,Berliner Weisse,4.29,8.22,2.61
Cascade Chinook Columbus Celebration,American IPA,7.16,92.7,11.39
The Empire Strikes Black,Sweet Stout,6.11,47.52,50
Juicy Ass,American IPA,6.38,67.93,6.47
English Golden Ale,British Golden Ale,4.62,42.09,5.75
Cope Wheat (Boulevard Clone Ish),American Wheat or Rye Beer,4.19,22.31,4.23
Basic Brew 1,Premium American Lager,6.03,22.93,6.74
Piney IPA,American IPA,8.97,82.73,6.59
Non-alcoholic Root Beer -POP,No Profile Selected,3.71,0,6.64
Drivel,Belgian Tripel,8.93,30.19,3.74
Pacific Ale,Blonde Ale,5.15,29.64,4.55
TRIBUTE CONTEST,Special/Best/Premium Bitter,4.25,26.82,8.21
Wittebrew,Witbier,5.5,19.5,4.03
Witbier,Witbier,5.19,10.42,4
McEwans Champion Clone,Old Ale,7.81,26.17,19.99
Bearded Guard 25,Bière de Garde,5.98,14.42,7.73
Fjord & Fjell Cherry Saison,Belgian Specialty Ale,8.55,40.21,4.41
Bourbon Barrel English Old Ale,English Barleywine,9.42,53.1,16.87
Kolsch - Brulosophy,Kölsch,4.95,26.3,3.27
McEwans Champion Clone,Old Ale,7.81,26.17,19.99
JUNE JUNIPER SAISON,Saison,5.56,29.07,6.05
Brew #005 - Pale In A Hurry,Belgian Pale Ale,5.25,23.33,10.87
Swimming Waterdog,American IPA,5.56,53.44,11.81
Holy Mole Mexican Porter,Robust Porter,5.7,58.74,40
Mango Pineapple Blonde,Blonde Ale,5.03,20.28,5.6
Earl Grey IPA,Specialty IPA: Brown IPA,7,57.71,13.46
New Zealand India Pale Ale,American IPA,6.42,75.19,5.97
German Red Ale,North German Altbier,4.7,35.4,13.34
Challenger Pale Smash,Blonde Ale,5.19,22.74,4.17
Columbus Pale Ale,American Pale Ale,5.63,49.55,6.4
Bia Hoi,International Pale Lager,3.59,9.17,1.89
English Mild Sep Fix 2017,Mild,4.95,12.65,7.59
Summer Citrus Ale,American Pale Ale,5.82,81.41,5.15
Adams Citra And Raspberry Smoothie IPA,American Pale Ale,5.76,60.13,8.39
'The Captain' Kiwi Pale Ale,American Pale Ale,4.22,38.84,6.73
Belgian Pale Ale,Belgian Pale Ale,6.27,30.79,5.66
Adams Citra And Raspberry Smoothie IPA,American Pale Ale,5.76,60.13,8.39
Orange IPA,American IPA,6.31,97.25,6.63
Easy Summer Wheat,Weizen/Weissbier,4.59,23.05,3.21
Pumpernickel Doppelsticke,Düsseldorf Altbier,8.89,39.77,23.04
All Grain Hefeweizen,Weizen/Weissbier,5.11,13.87,3.73
K2,Kölsch,5.38,24.9,3.72
Sweet Josie Brown Ale Clone,American Brown Ale,6.87,40.85,29.25
Doppelbock,Doppelbock,8.47,19.94,24.83
KoKo Brown Clone,Clone Beer,6.51,56.94,28.29
Preprohibition Ale,American Lager,7.34,18.77,8.05
New Dogtown Pale Ale,American Pale Ale,6.05,59.17,8.68
Bakke Brygg Nut Brown Ale 25 L,Northern English Brown,4.74,26.43,17.61
4Gs Blood Orange Wheat,American Wheat Beer,5.2,23.96,3.75
Maredsous Clone,Belgian Dubbel,7.72,12.26,17.29
Aussy,Weizen/Weissbier,5.17,15.77,3.93
BIGGINS MATCHMAKER MARZEN,Märzen,5.54,22,11.81
Rother Valley 10,Belgian Dark Strong Ale,9.3,24.76,25.27
Jeff's Fruitcake Christmas Lambic,Fruit Lambic,9.56,13.07,18.27
Mountain Goat Steam Ale Clone 2,Bohemian Pilsener,5.07,23.52,9.2
Easy Oktoberfest,Oktoberfest/Märzen,5.39,25.49,13.42
Mountain Goat Steam Ale Clone 2,Bohemian Pilsener,5.07,23.52,9.2
German Pilsener #1,Classic American Pilsner,5.69,28.41,4.1
Foreign Extra Stout,Foreign Extra Stout,7.11,38.29,41.01
Hoppy Pilsner,German Pilsner (Pils),4.23,16.35,3.1
Persimmon,Fruit Beer,7.94,38.29,24.4
Single Hop East Kent Goldings,English IPA,4.82,41.56,5.11
Fire Eggs,Belgian Pale Ale,5.11,29.98,8.94
Carolus Christmas Clone,Holiday/Winter Special Spiced Beer,12.36,33.97,50
Red Ash Irish Ale,Irish Red Ale,4.84,36.57,10.39
Deathtrap!,Kentucky Common,4.97,12.74,21.14
Royal Rumble,Imperial IPA,7.37,25.27,7.74
Red Barley Mead,Semi-Sweet Mead,16.48,0,20.39
Rogue Dead Guy Clone Braumeister 20L,American IPA,6.28,45.98,8.65
Bank's Bitter,Standard/Ordinary Bitter,3.78,31.31,7.3
Altbier,Altbier,5.05,35.03,14.41
Black Beers Matter Black IPA,Specialty IPA: Black IPA,8.11,93.53,50
BlueBerry Blonde,Blonde Ale,4.44,12.28,3.7
V1 KELLERPILS,Kellerbier: Pale Kellerbier,5.4,33.39,3.52
Apricot Honey Hefeweizen,Weizenbock,11.26,9.79,5.05
Chimay Blue Style,Belgian Dark Strong Ale,8.09,25.29,50
Chimay Blue Style,Belgian Dark Strong Ale,8.09,25.29,50
Easy Rye APA,American Pale Ale,5.48,40.43,9.47
IPA 4C,American IPA,6.79,67.17,11.52
Dry Irish Stout,Dry Stout,4.55,34.44,36.42
Coconoats Clone (Pina Colada Pale),American Pale Ale,7.33,27.92,11.41
2014 - 10/24 -Southern English Brown V2,Southern English Brown,5.88,12.47,25.1
Ragin Red Honey Red Ale,Irish Red Ale,5.85,32.7,15.6
Midnight CDA,American IPA,7.06,64.12,38.14
Voss Kveik IPA,American IPA,7.23,23.24,5.97
Tupelo Show Mead,Dry Mead,11.43,0,4.1
IPA Citra Base,American IPA,2.87,81.05,6.74
Tree House IPA,American IPA,6.74,76.94,7.03
Grapefruit IPA,American IPA,5.6,81.25,4.14
AMBER ALE PILOT1,American Amber Ale,5.06,27.57,12.92
Orange Kolsch,Kölsch,4.88,29.64,4.85
White Zombie Clone,Witbier,5.01,16.96,3.74
Exit 11 Extract Clone,Specialty Beer,6.16,66.85,4.33
Apple A Day Or Better Red (Than Dead) Ale,Fruit Beer,5.05,29.01,12.12
Vienna Lager,Vienna Lager,5.3,26.57,13.07
Little Creatures Take2,American Pale Ale,5.95,50.39,5.33
Little Creatures Take2,American Pale Ale,5.95,50.39,5.33
Nenna Milk Stout Vanilla,Sweet Stout,5.87,41.25,38.75
Vanilla Chai Milk Stout,Sweet Stout,5.87,21.66,50
(2014-12-26) Milkbomb Stout,Sweet Stout,5.18,28.3,40
Orange Ginger Saison,Saison,6.57,26.08,6.88
Redhook Ale Brewery - Redhook ESB Clone,Extra Special/Strong Bitter (ESB),5.11,31.03,13
Hoppy Red Ale,Irish Red Ale,5.54,39.23,13.82
Brett Up Mi Saison,Saison,6.85,34.75,10.39
Negra Modelo Dark Beer.,Dark American Lager,5,33.05,11.26
Beer Contest #1,Specialty IPA: White IPA,5.55,50.23,7.49
Barclay Perkins East India Porter,Robust Porter,5.66,65.44,30.62
MetaModern Session IPA Clone,American IPA,4.78,44.36,6.92
Long Live The King - Imperial IPA,Imperial IPA,7.28,95.38,10.77
Cocoa Psycho,Imperial Stout,11.38,0,50
Oink,Imperial IPA,11.65,140.99,18.7
Mosaic Extract Smash Ipa,American IPA,6.05,54.89,4.15
Saison Cardamom,Saison,5.91,34.28,6.11
Gulden Draak Clone,Belgian Dark Strong Ale,7.22,0,23.37
Ballast Point Sculpin IPA Clone,American IPA,7.5,75.83,6.51
Key Lime Rye,Mixed-Fermentation Sour Beer,5.59,7.32,5.29
Smoked Lager,Rauchbier,5.35,21.89,16.53
Key Lime Rye,Mixed-Fermentation Sour Beer,5.59,7.32,5.29
Melon IPA,American IPA,6.23,61.62,7.72
Pirate Life Mosaic IPA - The Clone Search Continues,American IPA,7.02,58.34,6.35
"""Indian"" (Pale Ale) Chamber Shot ""Magnum""  (Sold My Bow And Arrow) IPA Billy The Kid Is ""Hoping"" Mad",American IPA,5.2,132.54,5.4
Hoppiness Is An IPA,American IPA,7.09,74.78,11.08
Yellow Submarine,Saison,6.23,29.92,3.74
Base Gose (with Fruit Addition),Gueuze,4.92,0,4.13
Unblended Lambic,Lambic,6.55,18.55,5.9
EBH AG Amateur Hour,American Pale Ale,5.2,41.37,8.97
Hoptic Thunder Hazy IPA,American IPA,7.06,38.31,5.21
Parti-Gyle Nut Brown Ale,American Brown Ale,6.84,0,28.32
"""I Blue"" Cream Ale",Cream Ale,4.84,19.82,4
Midnight Skies Vanilla Cherry Stout,American Stout,5.82,41.28,40
Mosaic Honey Wheat,American Wheat Beer,5.46,26.7,6.15
Ginger Elderberry Mead,Other Fruit Melomel,12.4,0,28.32
Chocolate Milk Stout,Sweet Stout,5.57,33.82,45.18
#61 Smoked Weizenbock,Weizenbock,7.87,27.93,21.51
Double Imperial Stout,Imperial Stout,16.31,91.59,50
Lemondrop Blonde Sour Ale V2 15Gal,Blonde Ale,5.78,27.67,4.41
Lemondrop Blonde Sour Ale V2 15Gal,Blonde Ale,5.78,27.67,4.41
Citra Pale Ale,American Pale Ale,5.8,35.21,5.21
Pineapple Stout,Tropical Stout,5.94,41.84,32.29
Kjeller 5 Belgisk Trippel 50 L,Belgian Tripel,8.84,16.09,5.03
English Stout,Foreign Extra Stout,7.98,54.17,39.45
Yuengling Clone,International Amber Lager,5.96,24.02,10.38
27  Zubal Bohe Pilsner 01/18/14,Bohemian Pilsener,8,30.42,4.7
S'More Please,Imperial Stout,10.3,43.43,43.02
Seymour Citra Gold,American Pale Ale,4.73,32.98,4.73
Saison,Saison,5.95,34.06,10.15
Bohemian Pils,German Pils,5.08,32.94,3.22
Shock Top Clone,Saison,5.42,17.67,7.14
Imperial Coffee Stout,Russian Imperial Stout,8.5,32.15,40
Oaked AB,Old Ale,7.8,45.49,18.35
Mr. Peanut Butter Ale,Blonde Ale,6.2,66.59,3.31
2013/07/06 - Chris Wheat IPA #1,Weizen/Weissbier,4.7,45.4,4.46
Drunken Druid ESB,Extra Special/Strong Bitter (ESB),6.18,39.03,11.46
Pyramid Snow Cap Clone,Winter Seasonal Beer,8.06,54.67,23.9
Mango Blonde,Fruit Beer,4.79,32.91,5.85
Honey Lemongrass Lemonthyme Rye Ginger,Irish Red Ale,5.78,12.62,10.14
Honey Lemongrass Lemonthyme Rye Ginger,Irish Red Ale,5.78,12.62,10.14
Basic Belgian Witbier,Witbier,4.75,19.55,3.69
Hot Blonde,Witbier,7.87,26.9,4.88
Coffee Cream Ale,Cream Ale,4.5,24.74,4.21
Irish Stout,Irish Extra Stout,6.44,28.8,34.01
Double Tap,American Stout,6.99,22.04,40
Scratch #2 - Belgian Tripel,Belgian Tripel,8.31,13.32,7.02
Welsh Strong Cask Ale 5 Gallon,Old Ale,6.43,32.58,10.15
Golden Promise IPA,American IPA,5.75,87.77,5.34
IPA 56/2,English IPA,5.1,63.85,6.89
Brewer's Best Rye Pale Ale,American Pale Ale,4.57,43.29,7.66
#3 Hibiscus Witbier,Witbier,6.51,17.23,3.35
Uncle Sam's Licorice Coffee Stout,Russian Imperial Stout,8.29,56.86,38.79
Fruit Beer Base,Fruit Beer,4.46,26.33,4.79
Kjeller 5 American Stout 25 L,American Stout,6.37,62.91,42.18
Patersbier,Trappist Single,5.45,34.75,3.1
3 C's R2 H56 - 10gal,American Pale Ale,4.87,31.65,4.25
Rabbit Hole IPA,American IPA,6.02,68.35,9.76
Double IPA Made Imperial,Imperial IPA,6.9,102.76,11.15
HefePeach HuberWeizen,Weizen/Weissbier,5.79,16.98,5.67
Double IPA Made Imperial,Imperial IPA,6.9,102.76,11.15
HefePeach HuberWeizen,Weizen/Weissbier,5.79,16.98,5.67
Belhaven 80,Scottish Export,4.26,21.78,15.98
Alt,North German Altbier,5.14,32.48,14.64
Coffee Stout,American Stout,8.34,20.43,39.76
Tripel La Trappe Clone,Belgian Tripel,8.93,23.53,5.51
Old Style Lager Version 2,American Lager,4.72,18.55,5.17
Wet Hop Cascade,American IPA,7.7,77.07,3.9
Jason's Tropical IPA,American IPA,6.14,87.52,6.94
Mölska Stor,Braggot,5.47,14.04,6.44
Berliner,Berliner Weisse,3.61,0,3.62
Maple Coffee Stout,Russian Imperial Stout,9.51,93.34,40
Sour Ale - Deja Neu Summer,Fruit Lambic,6.42,9.42,4.32
Marzen,Märzen,6.03,24.85,8.88
Simple Hoppy IPA,American IPA,7.16,85.46,4.89
Russian Imperial Stout For The Barrel,Russian Imperial Stout,10.8,90.53,40
Barn Yard Delight,No Profile Selected,4.5,28.26,4.06
High Heat Chipotle Chocolate Ale,Spice Herb or Vegetable Beer,5.67,39.33,30.95
Oatmeal Stout,Oatmeal Stout,7.31,55.21,38.58
Tim Anderson Swartzbier,Schwarzbier,5.07,26.65,18.83
Tim Anderson Swartzbier,Schwarzbier,5.07,26.65,18.83
Hummel's Cranberry Wheat,Fruit Beer,6.06,17.25,6.78
Herring Flight II,Altbier,5.04,25.49,13.88
Borracho Barleywine,American Barleywine,11.64,145.71,20.83
Nelson Sauvin Pale Ale,American IPA,5.81,70.34,13.24
Vonda Vonda Dipa,American IPA,7.29,36.45,6.03
Avery DuganA IPA Clone,American IPA,8.82,74.64,8.22
Dunkel Bayer,Munich Dunkel,5.33,25.15,19.49
#68 Grand Champion Flanders Red Ale,Flanders Red Ale,7.86,6.61,17.27
IPA,American IPA,7.4,63.2,8.88
NHC Belgian Pale Ale,Belgian Pale Ale,5.46,27.38,8.19
Orange Creamsicle Ale,Cream Ale,4.48,20.16,2.96
Awesome Recipe,Munich Dunkel,5.89,14.84,18.97
Maris Otter Mash,English IPA,6.76,0,10.83
Mosaic IPA,American IPA,8.37,66.86,6.27
Coffee Blonde Ale,Experimental Beer,4.68,26.9,3.1
