name,style,abv,ibu,color
George Washington's Small Beer,Specialty Beer,4.94,30.28,1.97 °L
Grainfather Pale Ale,British Golden Ale,5.65,71.21,4.54 °L
Ginger Pale Ale,American Pale Ale,5.43,31.05,9.11 °L
Belgian Blonde 20 Litros   ACT 7/4/17,Belgian Blond Ale,5.92,22.67,5.56 °L
Hungarian HopLager,Bohemian Pilsener,6.86,120.12,4.24 °L
Rogue Dead Guy Ale Clone,Maibock/Helles Bock,6.39,42.09,18.38 °L
COOP F5 Clone,American IPA,6.52,82.56,11.59 °L
Holy Grail Pale Ale Saaz,American Pale Ale,6.91,37.74,16.01 °L
3 Floyds- Robert The Bruce Clone,Strong Scotch Ale,7.56,33.76,25.95 °L
Apple Pie Ale,Fruit Beer,8.38,31.47,19.06 °L
Kronenburg 1664 Blanc Clone (Solkonge) 25 L,Witbier,5.33,26.8,3.19 °L
Taras Boulba Clone,Belgian Pale Ale,4.37,70.74,3.08 °L
RIS XXX,Russian Imperial Stout,11.24,77.48,42.93 °L
The Tropical Session White IPA,American IPA,4.75,87.11,3.74 °L
Banana Chocolate Milk Stout,Sweet Stout,5.9,8.19,2.82 °L
Bakke Brygg Belgisk Blond 25 L,Belgian Blond Ale,6.52,18.54,4.35 °L
Oreo Cream Stout,Sweet Stout,5.51,38.62,38.12 °L
Alaskan Amber Clone,Düsseldorf Altbier,5.25,21.26,14.22 °L
VB Clone,Australian Sparkling Ale,5.4,28.23,5.55 °L
Smash NEIPA,American Pale Ale,7.09,2197.07,6.6 °L
Glacier Brewhouse's Imperial Blonde Ale,California Common Beer,9.53,24.81,5.85 °L
Chocolate Maple Porter - #5,Robust Porter,8.05,28.16,40 °L
Kolsch With A Kick !!!,Kölsch,5.11,33.91,4.28 °L
Orange/Cinnamon/Vanilla Metheglin,Metheglin,13.23,0,5.33 °L
Dog Brown Ale (Smutty Nose),American Brown Ale,4.82,19,24.17 °L
Pirate Life Mosaic IPA Clone TEST,American IPA,7.1,89.22,5.17 °L
Hazy Pale Ale,American Pale Ale,4.83,33.51,4.43 °L
Jenlain Bière De Garde Clone,Bière de Garde,6.71,27,8.33 °L
Bourbon County Vanilla Rye,Wood-Aged Beer,13.84,53.99,50 °L
Genus NEIPA,American IPA,5.99,54.83,3.81 °L
NEIPA Nord-Est IPA,American IPA,5.67,62.88,8.35 °L
Nighthawk IIPA,Imperial IPA,8.73,90.66,38.71 °L
American Lager,American Lager,4.52,17.27,3.55 °L
Lavender Saison,Saison,6.13,22.69,5.03 °L
"Total Domination IPA Clone V2 (not There Yet, But A Good Beer)",American IPA,6.07,92.44,8.3 °L
Surly Darkness Clone,Russian Imperial Stout,9.27,112.59,30.32 °L
Clone Yakima,American IPA,7.37,61.73,10.94 °L
'Murican Braggot,Braggot,7.47,19.98,11.51 °L
Dirty Blonde Ale,Blonde Ale,6.16,26.79,6.99 °L
"NEIPA Citrus Bomb Aka ""Orange Blossom Special""",American IPA,6.98,68.84,8.76 °L
Roche Four LODO,Trappist Single,5.14,20.7,18.86 °L
Beòir Nan Brìde Dandelion Gruit,"Spice, Herb, or Vegetable Beer",5.71,0,3.36 °L
Session Pale Ale,American Pale Ale,4.48,30.56,8.98 °L
Stone Sublimely Self Righteous Black IPA Clone,American IPA,7.74,61.75,34.62 °L
Amber Ale,American Amber Ale,7.29,65.61,15.26 °L
Mudpuppy Porter,Brown Porter,6.08,20.59,36.13 °L
(2015-01-23) Steel Cut Imperial Stout,Russian Imperial Stout,11.86,81.4,50 °L
Honey Brown - British Ale,British Strong Ale,5.84,45.08,19.67 °L
Skittlebrau,Specialty Beer,4.99,13.06,8.07 °L
Roasted Pecan Brown Ale,American Brown Ale,4.44,39.23,16.27 °L
From The Farm Strawberry Wheat,American Wheat or Rye Beer,4.97,29.6,6.27 °L
Oktoberfest / Marzen,Märzen,5.29,17.82,9.24 °L
Bakke Brygg Doppelbock 20 L,Doppelbock,8.05,20.7,21.59 °L
Tripel,Belgian Tripel,8.01,30.38,4.56 °L
Fruit Smoothie IPA,Fruit Beer,7.78,50.93,5.81 °L
Leffe Brown Clone,Belgian Dubbel,7.41,22.56,17.63 °L
Julebryg - Xmas Brew,Holiday/Winter Special Spiced Beer,5.56,5.9,10.82 °L
French Pale Saison,Saison,6.09,39.15,5.98 °L
Citral Pale Ale (Midwest Supplies),American Pale Ale,4.75,52.88,7.84 °L
Bakke Brygg American Amber Ale 25 L,American Amber Ale,5.78,37.13,12.95 °L
HopDevil IPA Clone,American IPA,6.2,57.5,10.59 °L
Simplória Ale,American Pale Ale,5.21,42.03,6.66 °L
Bohemian Pilsner,Bohemian Pilsener,5.48,37.41,3.84 °L
English Strong Bitter,Extra Special/Strong Bitter (ESB),4.96,48.36,13.48 °L
Saison Dupont Clone,Saison,6.11,25.08,5.64 °L
Fruit Gose,Gose,4.39,11.84,3.38 °L
"The Substance|Bissell Brothers, (approximation) Braumeister 20L",American IPA,6.62,58.02,5.37 °L
Chinook/Cascade IPA,American IPA,7.13,66.41,6.8 °L
Birra Moretti La Rossa Clone,Doppelbock,7.77,15.73,11.46 °L
Pilsbury Dough Lager,Helles Bock,7.28,31.13,3.96 °L
Thunderstruck Pumpkin Ale AG,American Amber Ale,5.27,41.09,18.03 °L
Authentic Bamberg Rauchbier (BYO),Classic Style Smoked Beer,6.18,40.45,17.02 °L
Cocoa Porter,Baltic Porter,6.47,29.79,36.68 °L
Strawberry Blonde,Blonde Ale,4.96,8.79,3.48 °L
Three Micks Irish Red Ale 1.2,Irish Red Ale,5.66,24.13,18.39 °L
Practically Pumpkin Pie Ale,Fruit Beer,6.63,16.89,10.35 °L
Super Simple Stout,American Stout,5.37,37.18,39.29 °L
Ranger IPA Clone,American IPA,6.82,64.88,9.06 °L
Extra Chocolate Stout_24.12.11,Sweet Stout,6.66,35.41,40 °L
Vitus Clone,Weizenbock,6.23,15.44,8.55 °L
#005 Cream Ale,Cream Ale,6.04,24.84,3.43 °L
Sweetwater IPA Clone,American IPA,7.43,88.81,9.35 °L
01 TABLE PILSNER,German Pils,3.46,32.34,3.58 °L
Raspberry Tart,Fruit Beer,6.03,16.86,8 °L
Bakke Brygg Dunkelweizen 25 L,Dunkelweizen,4.85,14.05,17.74 °L
Lambic Clone,Belgian Specialty Ale,5.37,14.39,3.37 °L
Cascade Single Hop IPA,American IPA,7.15,70.36,10.75 °L
1796 Spruce Beer (Gluten Free),Specialty Beer,4.08,28.94,6.21 °L
Bakke Brygg Belgisk Pale Ale 25 L,Belgian Pale Ale,5.54,28.92,4.98 °L
Bombshell Blonde,Blonde Ale,5.03,22.96,7.09 °L
Sierra Nevada Pale Ale Clone,American IPA,5.96,54.07,10.44 °L
Hořčík #1,Best Bitter,4.46,32.03,4.93 °L
Session Hopped Mead,Braggot,5.61,54.8,5.1 °L
Canadian Breakfast Stout,Imperial Stout,8.76,55.43,39.39 °L
Paulaner Hefeweizen,Weizen/Weissbier,5.52,15.86,8.01 °L
LUX Rye Ale | Bissell Brothers (approximation) Braumeister 20L,American Pale Ale,6.7,47.18,5.05 °L
Goldfinger (Hobgoblin Gold Clone),British Golden Ale,4.58,39.25,4.7 °L
Trillium DDH Fort Point Clone,American Pale Ale,6.55,37.6,5.56 °L
Dogfish Head 60 Minute IPA,American IPA,6.34,50.83,5.5 °L
Blue Moon Clone,Witbier,4.41,10.93,4.47 °L
New Belgium Slow Ride,American IPA,4.61,52.74,7.79 °L
Straffe Hendrik,Belgian Tripel,9.1,30.7,9.72 °L
Banana Hefeweizen,Weissbier,6.59,8.71,4.4 °L
CELEBRATION ALE- Sierra Nevada Brewing Co,American IPA,6.86,74.87,12.01 °L
Unibroue's Raftman Clone,Belgian Pale Ale,5.36,18.96,9.59 °L
Double Black Rye IPA,Imperial IPA,9.3,101.7,37.45 °L
Bourbon Barrel Porter,Wood-Aged Beer,6.29,48.98,40 °L
Magic Hat Brewing - #9 Clone,Specialty Beer,4.91,25.5,12.96 °L
Orange CR33Msicle Birthday Milkshake IPA,American IPA,6.3,43.62,6.55 °L
Todd's Common Beer,American Pale Ale,6.36,46.96,8.01 °L
Chimay Bleue Style Trappist Reserve,Belgian Dark Strong Ale,9.6,34.96,19.26 °L
Genus Session Ipa,American Pale Ale,4.24,35.39,8.88 °L
Classic Hefeweizen (Braumeister 20L),Weizen/Weissbier,4.34,19.34,3.57 °L
Moose Drool Clone,American Brown Ale,4.6,34.86,14.28 °L
Nutella Stout,Sweet Stout,8.46,11.66,40 °L
Timothy Taylor Landlord Clone,Best Bitter,4.31,34.5,4.72 °L
California  Common,California Common Beer,5.31,55.14,8.89 °L
Japanese Rice Lager,International Pale Lager,4.42,18.43,1.89 °L
Milk Stout - Espresso Coffee,Sweet Stout,5.86,35.65,40 °L
Negra Modelo Clone,Vienna Lager,5.87,0,20.96 °L
Downtown Brown Ale 2.0,American Brown Ale,5.57,29.96,22.89 °L
Ommegang Three Philosophers Ale,Belgian Dark Strong Ale,8.72,24.81,17.22 °L
Noble Donkey Pilsen Lager,German Pilsner (Pils),4.5,37.06,2.98 °L
Clown Shoes Space Cake Clone,Imperial IPA,9.03,38.35,11.34 °L
Session IPA - Clone Lagunita Day Time,American Pale Ale,3.95,53.39,6.32 °L
Belgiand Blond(Leffe),Belgian Blond Ale,6.24,17.95,5.73 °L
West Coast Amber (Chinook/Cascade),American Amber Ale,6.97,82.53,13.07 °L
ALLAGASH WHITE CLONE,Witbier,5.02,13.43,3.99 °L
Wheat Pale Ale,American Wheat or Rye Beer,5.25,30.24,6.32 °L
EPA,American IPA,5.69,49.28,16.65 °L
Bakke Brygg Pale Ale GAMMEL 25 L,American Pale Ale,5.42,37.02,5.78 °L
04B1. Festbier,Festbier,5.74,21.71,6.28 °L
Oktoberfest Ale,Oktoberfest/Märzen,5.53,18.02,10.63 °L
Extract - Coffee Stout,American Stout,6.41,31.85,34.18 °L
Hacker Pschorr Clone,Weizen/Weissbier,6.28,12.51,6.67 °L
American Pale Ale,American Pale Ale,5.55,50.47,7.6 °L
Blond Beiço,Belgian Blond Ale,6.35,20.89,4.48 °L
Chocolate Cherry Bock,Traditional Bock,6.52,35.21,15.97 °L
Medeinė,Braggot,8.11,27.1,9.72 °L
Black Ipa,American IPA,0.62,145.71,40 °L
JULIUS TREEHOUSE CLONE EXTRACT,American IPA,6.2,34.86,5.99 °L
Simcoe Pale Ale,American Pale Ale,5.6,74.42,5.96 °L
Kettle Sour Pale,Mixed-Fermentation Sour Beer,5.9,25.6,5.78 °L
Chimay Red Clone,Belgian Dubbel,7.11,18.13,18.3 °L
Drunk Monk Belgian Imperial Stout,Russian Imperial Stout,11.58,51.14,40 °L
War Priest,Specialty IPA: Black IPA,8.15,79.06,32.78 °L
Wee Heavy Braggot (1 Gallon),Braggot,9.53,43.08,20.33 °L
Double Chocolate Stout,American Stout,4.75,17.47,35.67 °L
Czech Dark Lager - Braumeister 20L,Czech Dark Lager,4.81,30.49,30.5 °L
Marzen/Oktoberfest,Märzen,6.54,26.23,10.82 °L
YOUNGS SPECIAL BITTER 1968,Special/Best/Premium Bitter,4.17,34.79,7.22 °L
CM Blond,Belgian Blond Ale,6.97,20.64,5.3 °L
Cucumber Blonde,Blonde Ale,4.62,22.59,4.69 °L
Weizenbock,Weizenbock,8.49,21.93,18.4 °L
Sam Smith's Oatmeal Stout,Oatmeal Stout,4.78,24.44,36.33 °L
ESB Fullers Clone,Extra Special/Strong Bitter (ESB),4.72,40.52,8.86 °L
Chestnut Ale,Experimental Beer,5.49,36.52,28.48 °L
Dreaded Dunkelweizen,Dunkelweizen,5.1,11.18,15.29 °L
Horchata Stout,Sweet Stout,5.02,17.24,43.33 °L
Bombay Bomber-ish,American IPA,6.96,58.09,7.17 °L
Double IPA,American IPA,6.47,45.58,14.87 °L
Golden Stout,Tropical Stout,5.57,30.45,7.41 °L
Samuel Smith Nut Brown Ale,Northern English Brown,5.29,0,17.05 °L
BYO-Honey Kolsch,Kölsch,5.55,22.03,5.7 °L
Vienna Lager,Vienna Lager,5.3,22.73,9.6 °L
Sharps Doom Bar Clone,Special/Best/Premium Bitter,4.26,26.41,13.09 °L
Big Imperial IPA #1,Imperial IPA,8.96,61.23,9.53 °L
Cider,English Cider,5.81,0,3.7 °L
Boston Lager Clone,Dark American Lager,5.07,24.3,12.63 °L
Dangerous Blonde,Belgian Blond Ale,7.18,29.56,6.18 °L
Lola's Dirty Blonde Ale/Chocolate Ale,Specialty Beer,5.76,25.25,14.8 °L
Wildflower Wheat - Honey Chamomile Wheat,"Spice, Herb, or Vegetable Beer",5.16,16.29,3.61 °L
AHS Belgian White Beer,Witbier,5.01,7.84,4.12 °L
Strawberry Hefeweizen,Weizen/Weissbier,6.9,18.76,27.3 °L
Forest Wheataker,Holiday/Winter Special Spiced Beer,10.92,50.27,19.23 °L
Cream Ale,Cream Ale,5.79,19.7,4.32 °L
2014 Oktoberfest,Oktoberfest/Märzen,5.45,27.58,10.52 °L
SMaSH Yellow Rose Clone,American IPA,6.61,63.36,3.52 °L
Mikkeller Beer Geek Breakfast Clone,American Light Lager,7.5,104.71,49.31 °L
Hazy Pale,American Pale Ale,5.27,59.88,5.31 °L
AVENTINUS WEIZENBOCK  CLONE,Weizenbock,7.84,23.12,17.95 °L
Omnipollo Fatamorgana Clone,American IPA,8.05,58.98,5.58 °L
Amundsen Apocalyptic Thunder Juice,American IPA,6.12,46.96,3.84 °L
Sweet Raspberry Wheat,Fruit Beer,6.08,19.39,6.23 °L
White House Honey Ale,American Amber Ale,6,35.03,13.25 °L
Lager Цзечь,Czech Premium Pale Lager,4.55,36.59,3.1 °L
Vėtra,Wee Heavy,8.02,29.22,14.03 °L
All-Grain - Blood Orange Belgian Wit,Witbier,5.31,36.36,3.93 °L
WeldWerks Brewing Co. Juicy Bits,American IPA,6.76,86.53,4.42 °L
English Nut Brown Ale,Northern English Brown,4.62,29.12,20.38 °L
Australian Summer Ale,Blonde Ale,4.6,31.05,4.03 °L
Imperial Brown Ale,American Brown Ale,7.65,28.75,25.74 °L
Coya's Bad Dog Chocolate Stout,Oatmeal Stout,6.08,28.17,35.81 °L
Black Label,Schwarzbier,5.36,31.32,28.94 °L
Prairie Bomb Clone,Russian Imperial Stout,12.57,99.09,50 °L
Būtybė,Belgian Dark Strong Ale,10.14,31.72,17.09 °L
Focal Banger | The Alchemist (Approximation) Braumeister 20L,American IPA,6.99,59.68,5.41 °L
Grainfather IPA,American IPA,6.06,115.86,4.49 °L
Pomegranate IPA,American IPA,6.3,77.32,14.63 °L
Trillium Congress Street Clone,American IPA,7.25,38.89,6.05 °L
Hell Or High Watermelon Clone,American Wheat Beer,5.19,15.33,4.3 °L
Raspberry Sour,Fruit Lambic,5.03,6.19,3.29 °L
Mango Pale Ale,Fruit Beer,7.1,39.81,3.57 °L
Ode To Sleep - Coffee Cream Ale,Cream Ale,6.75,48.24,7.44 °L
Czech Pilsner,Czech Premium Pale Lager,5.21,35.31,4.97 °L
Citra SMaSH (Blonde),Blonde Ale,4.76,26.42,3.37 °L
Rowdy,American Wheat or Rye Beer,6.26,50.45,16.45 °L
Lemon Thyme Saison,Saison,5.63,25.6,6.95 °L
London ESB,Extra Special/Strong Bitter (ESB),5.15,36.05,12.97 °L
Coffee & Donut Stout,American Stout,5.49,40.74,30.03 °L
Hop Hammer,Imperial IPA,9.46,408.8,8.23 °L
Red Rage Red Ale (RA),Irish Red Ale,5.8,43.04,13.59 °L
Småtøs,Blonde Ale,5.21,28.79,3.95 °L
Vanilla Cream Ale - 009,Cream Ale,8.95,24.9,33.19 °L
India Pale Lager,American IPA,5.37,58.45,5.34 °L
Cream Ale - Prohibition Style,Cream Ale,4.97,17.92,3.23 °L
JAM! (10G),American IPA,7.08,63.95,9.01 °L
Maris Otter - Citra SMASH,American Pale Ale,5.9,44.2,6.12 °L
NHC Award Winning Cream Ale,Cream Ale,6.29,16.46,3.01 °L
Clara's Banana Bread Ale,American Amber Ale,4.98,27.35,13.21 °L
Hop Lager,American Lager,5.27,24.05,3.65 °L
Orange American Wheat,American Wheat or Rye Beer,5.95,33.63,10.08 °L
Tiktai (Belgian Single),Belgian Specialty Ale,4.9,29.06,2.76 °L
American Pale Ale With Orange Peel,American Pale Ale,6.43,41.85,10.61 °L
Prickly Pear Ipa,American IPA,7.04,48.14,14.49 °L
Prima Pils Clone,German Pils,5.17,46.25,3.28 °L
HellaNutella Imperial Milk Stout,Russian Imperial Stout,8.98,51.22,40 °L
Chocolate Oatmeal Milk Stout,American Stout,6.37,27.26,46.91 °L
Oatmeal Stout,Oatmeal Stout,6.07,37.84,32.4 °L
Golden Strong Ale,Belgian Golden Strong Ale,7.81,27.55,4.45 °L
The Pasty Punch Pale Ale,Ordinary Bitter,5.75,38.45,12.34 °L
Kiltlifter,Strong Scotch Ale,6.3,28.18,15.26 °L
Czech Pilsener,Czech Premium Pale Lager,6,44.9,3.74 °L
Tropical Haze New England IPA,American IPA,6.33,96.87,4.61 °L
Orange Cream Ale,Cream Ale,5.64,10.32,5.07 °L
Belgian Saison,Saison,7.15,27.04,6.81 °L
Cram Ale,Cream Ale,5.99,22.15,3.12 °L
Moosehead,American Light Lager,5.12,30.72,3.18 °L
Elysian Space Dust IPA Clone - Rye,American IPA,5.82,61.48,5.65 °L
Time Warp Tongue Tickler,Russian Imperial Stout,11.08,102.05,40 °L
Tangerine Ipa,American IPA,6.14,42.13,10.25 °L
Cream Your Pants,Cream Ale,4.45,16.54,2.44 °L
Csupor Homebrew 1.,Specialty IPA: New England IPA,6.16,45.59,5.48 °L
Ballast Point Sculpin IPA Clone,American IPA,7.1,70.32,7.86 °L
The Eld - Elderberry Wheat Beer,American Wheat or Rye Beer,5.45,23.86,6.35 °L
Dank IPA,Double IPA,9.07,74.65,10.3 °L
Elderflower Saison,"Spice, Herb, or Vegetable Beer",6.01,25.94,12.36 °L
East Kent Bitter,Best Bitter,4.67,35.11,11.01 °L
Winter Warmer,Winter Seasonal Beer,5.85,37.94,17.56 °L
#41 Imperial Porter,Baltic Porter,10.49,60.05,35.79 °L
Everyday IPA,American IPA,7.24,83.38,8.2 °L
McMenamins Ruby Ale,Fruit Beer,4.48,18.8,3.12 °L
17C1. Strong Scotch Ale (Wee Heavy),Wee Heavy,9.23,27.67,18.85 °L
09A1. Dopplebock,Doppelbock,7.57,24.26,17.89 °L
Swe Extra Special Bitter,Best Bitter,4.31,36.24,12.03 °L
"NEIPA: Pils, GP, Oats",American IPA,7.06,31.92,4.87 °L
Drink Near The Sun,American Wheat Beer,2.99,27.4,4.7 °L
Ginger! [IPA],American IPA,5.97,75.12,11.89 °L
Stardard American Lager II,American Lager,5.34,11.82,2.72 °L
Wee Heavy,Strong Scotch Ale,6.96,27.61,19.4 °L
Dogfish Head 120 IPA Clone,Imperial IPA,11.86,185.57,6.46 °L
Farmhouse Basil,Belgian Specialty Ale,4.45,26.56,3.07 °L
Irish Red Ale,Irish Red Ale,5,24.12,16.06 °L
Coppertail Free Dive IPA (Clone),American IPA,5.99,68.19,4.06 °L
Chili Habanero Explosion -  Imperial Stout,Imperial Stout,10.26,62.24,38.35 °L
Dragon's Blood Mead,Other Fruit Melomel,15.48,0,4.78 °L
Northern Brewer's Dead Ringer IPA,American IPA,7.07,29.42,11.24 °L
Sam Adams Latitude 48 IPA Clone,American IPA,5.88,56.43,9.74 °L
Steroid Stout,Imperial Stout,14.61,57.57,50 °L
Maple Oatmeal Stout,American Porter,5.11,31.25,23.74 °L
Red Robot,Specialty IPA: Red IPA,6.6,62.43,16.62 °L
Mango Wheat,American Wheat Beer,4.95,16.99,3.7 °L
Coconut Chocolate Oatmeal Stout,Sweet Stout,5.13,23.79,38.26 °L
Coconut Cream Ale,Cream Ale,4.05,0,5.67 °L
Irish Red Ale 2 Gallon,Irish Red Ale,4.66,21.5,17.03 °L
Vienna Lager,Vienna Lager,4.8,24.83,16.03 °L
Hoppy Pilsner,Czech Premium Pale Lager,4.46,38.82,3.04 °L
Passionfruit  Golden Ale,American Pale Ale,5.31,44.6,9.07 °L
Graff,Common Cider,6.46,4.2,8.8 °L
Hip HOP Monk Belgian IPA,Specialty IPA: Belgian IPA,9.1,68.36,9.61 °L
Three Floyds Gumball Head Clone,American Pale Ale,5.28,34.67,5.5 °L
Flemish Blueberry Sour,Mixed-Fermentation Sour Beer,5.24,14.45,3.57 °L
Irish Red Ale (8 Weeks),Irish Red Ale,4.93,42.4,19.98 °L
NixonBrew - Breakfast Of Champions Oatmeal Milk Stout,Sweet Stout,6.09,72.29,40 °L
English Bitter,Extra Special/Strong Bitter (ESB),6.08,28.73,8.31 °L
May The Schwarz Bier With You V2,Schwarzbier,4.95,26.93,23.57 °L
Oyster Stout,Oatmeal Stout,5.01,30.26,50 °L
Sierra Nevada Bigfoot Barleywine Clone,American Barleywine,10.68,82.23,19.98 °L
Bakke Brygg Dobbel IPA 25 L,Double IPA,8.34,106.28,7.16 °L
Top Cutter IPA Clone,American IPA,6.7,62.5,6.2 °L
E Champions Farmhouse Ale,Saison,6.18,22.89,5.01 °L
Fat Squirrel Clone,British Brown Ale,4.87,29.86,13.21 °L
Bakke Brygg Lemondrop Saison 20 L,Saison,6.52,30.67,4.62 °L
British Golden Ale,British Golden Ale,4.69,33.74,3.43 °L
Bell's Oberon Clone- Original,Weizen/Weissbier,6.43,18.76,8.44 °L
Westbrook IPA Clone,American IPA,6.79,68.73,6.28 °L
Noble Pilsner - One Gallon,German Pilsner (Pils),5.26,23.06,4.68 °L
Belgian Single,Trappist Single,4.84,28.67,3.19 °L
Century  Russian Imperial Stout (new),Russian Imperial Stout,18.81,96.94,40 °L
Westmalle Trappist Tripel Clone,Belgian Tripel,7.45,39.31,5 °L
Nutella Imperial Milk Stout,Sweet Stout,9.55,21.78,40 °L
Ordinary American Pale Ale,American Pale Ale,3.93,17.1,8.97 °L
American Barley Wine,American Barleywine,11.58,111.31,15.13 °L
West Coast APA - Braumeister 20L,American Pale Ale,5.39,50.25,4.8 °L
Farmhouse Ale,Belgian Specialty Ale,5.74,23.52,4.6 °L
' #1 Amber Lager,Vienna Lager,5.32,16.63,10.16 °L
EXTRACT NEIPA,American IPA,6.49,64.9,3.99 °L
Nut Brown Ale Extract,American Brown Ale,5.99,22.15,25.14 °L
Lemongrass Ginger Wheat,American Wheat or Rye Beer,5.08,15.58,4.79 °L
Pale Ale Speidel 50 L,American Pale Ale,5.56,27.6,7.94 °L
Stone Brewing Co. - Stone IPA Clone,American IPA,7.09,69.98,6.1 °L
American ESB,Extra Special/Strong Bitter (ESB),5.26,22.75,11.28 °L
Moon Man New Glarus Clone,American Pale Ale,6.25,47.54,7.14 °L
Dragon's Breath (Spitfire Clone),Extra Special/Strong Bitter (ESB),4.77,38.66,14.17 °L
PopsGoblin (Hobgoblin Clone),Extra Special/Strong Bitter (ESB),4.6,42.94,13.72 °L
Bayer,Munich Dunkel,4.84,22.1,12.82 °L
Basic Pale Ale - First Timer,American Pale Ale,4.94,34.96,7.45 °L
Goat Scrotum Porter,Robust Porter,5.69,28.06,29.9 °L
Dragon's Breath (Spitfire Clone),Extra Special/Strong Bitter (ESB),4.77,38.66,14.17 °L
2015 Belgian Pale,Belgian Pale Ale,5.63,28.72,8.12 °L
Ginger Cranberry Hard Cider,Common Cider,7.88,0,3.67 °L
Omnipollo Imperial Stout Brygd,American Stout,10.07,103.16,50 °L
All-Cascade IPA,American IPA,6.42,67.97,8.19 °L
Extract Blonde,Blonde Ale,4.13,16.22,3.86 °L
Belgisk Dubbel,Belgian Dubbel,6.48,22.6,15.14 °L
Deschutes Obsidian Stout Clone,American Stout,6.66,71.69,47.02 °L
Arrogant Bastard Clone,Old Ale,6.7,82.96,17.08 °L
Dominion Millennium Barley Wine Clone,American Barleywine,10.9,106.7,13.8 °L
Punk IPA Clone Test 1,American IPA,6.18,68.93,6.65 °L
Honey Nut Cheerio Ale,Specialty Beer,4.14,10.33,5.08 °L
Deschutes Red Chair NWPA Clone Home Brew Recipe,American IPA,5.54,65.81,8.12 °L
Grandad - Chocolate Stout,Irish Stout,4.28,38.26,35.96 °L
BGSA ( DUVEL CLONE),Belgian Golden Strong Ale,7.79,28.9,3.31 °L
Landschaft Helles,German Helles Exportbier,5.58,25.26,6.01 °L
Cucumber Gose,Gose,4.35,28.56,3.56 °L
Mango IPA,American IPA,6.2,46.32,6.49 °L
Duvel Clone,Belgian Golden Strong Ale,8.55,25.27,5.65 °L
Zwickel Lager,Kellerbier: Pale Kellerbier,5.23,19.61,4.24 °L
Bohemian Pilsner (Lager),Czech Premium Pale Lager,5.42,49.37,3.62 °L
Christmas Beer,Holiday/Winter Special Spiced Beer,8.04,22.75,28.44 °L
Lingonberry Mead,Other Fruit Melomel,13.38,0,13.2 °L
Smoked Dark Chocolate Stout,American Stout,5.54,50.61,39.73 °L
Hopstand IPA (v3): Citra Amarillo,American IPA,5.88,61.64,5.2 °L
Berliner Weisse,Berliner Weisse,3.26,8.59,3.22 °L
Koko Brown Clone,American Brown Ale,5.65,29.83,21.18 °L
Schoenling Little Kings,Cream Ale,5.53,20.06,3.13 °L
Alesmith Speedway Stout Clone,Russian Imperial Stout,10.03,39.31,50 °L
Apricot Wheat,American Wheat Beer,5.46,16.42,3.23 °L
Jingle All The Way Christmas Ale,Holiday/Winter Special Spiced Beer,6.56,16.13,20.15 °L
American Imperial Stout,Imperial Stout,11.37,85.52,50 °L
Proper Bock,Traditional Bock,7.3,24.52,9.43 °L
Red Beard's Delight,Irish Red Ale,5.72,24.35,17.67 °L
Belgian Quadruple,Belgian Dark Strong Ale,9.51,26.04,26.84 °L
Jamil's Lefty Blond,Belgian Blond Ale,7.45,23.35,6.32 °L
2019 Cucumber Cream Ale,Cream Ale,5.64,26.06,4 °L
NixonBrew - This Stuff Will Make You A G** D*** Sexual Tyrannosaurus,American IPA,7.44,71.85,6.56 °L
Summer Citra Kölsch (a Successful Experiment),Kölsch,4.88,29.71,3.83 °L
Anchor Steam Beer Clone,Clone Beer,4.99,34.77,8.06 °L
Belgian White Ale,Witbier,4.58,15.01,4.02 °L
Death By Coconut (Clone),American Porter,7.24,37.96,42.08 °L
Better Watch Out Christmas Stout,Winter Seasonal Beer,6.81,31.47,36.44 °L
Ky's Maudite,Belgian Dark Strong Ale,8.15,22.84,14.37 °L
Bud Like,Light American Lager,3.58,10.31,2.58 °L
Brandon's Spruce Beer,Winter Seasonal Beer,5.66,51.06,6.75 °L
Dry Stout,Dry Stout,5.85,45.83,40 °L
003,American Pale Ale,4.82,49.63,5.74 °L
Saison Du Tracteur Clone,Saison,5.86,35.15,3.58 °L
Belgian IPA,Specialty IPA: Belgian IPA,6.47,81.54,9.61 °L
Radieuse Variation,Belgian Dubbel,7.89,34.28,18.35 °L
Rye IPA,Specialty IPA: Rye IPA,6.83,72.48,11.78 °L
Citra Kanin NEIPA,American IPA,6.37,57.79,4.25 °L
SeaQuench Ale Clone (Kolsch Only),Kölsch,4.89,10.38,3.38 °L
Hard Seltzer,Other Specialty Cider or Perry,5.01,0,0.87 °L
Imperial Rye IPA,Imperial IPA,8.09,95.46,10.97 °L
Light Lager,Light American Lager,3.36,15.16,1.97 °L
Hoppy Saison,Saison,6.58,135.81,4.43 °L
Ginger Mead,Metheglin,10.89,10.17,3.86 °L
Ridgeline Raspberry Blonde,Blonde Ale,5.03,20.28,5.6 °L
SNPA CLONE-ish,American Pale Ale,5.31,58.47,6.13 °L
SchuBrew Palo Santo Project,American Brown Ale,12.76,50.41,32.22 °L
Verdant Pulp Clone,American IPA,7.17,181.16,6.68 °L
Westvleteren 12 Clone,Belgian Dark Strong Ale,10.5,47.28,31.34 °L
Negra Modelo Clone - Mexico - 20 L,Dark American Lager,5.6,25.46,18.12 °L
